name,latitude,longitude,time
Gedney Opera House,42.468598,-91.889339,12/4/1907
Opera House,42.725814,-92.475463,12/5/1907
Opera House,41.573841,-90.633502,12/6/1907
Opera House,43.059141,-92.317677,12/7/1907
,43.059141,-92.317677,12/8/1907
,43.059141,-92.317677,12/9/1907
Opera House,43.381357,-92.114055,12/10/1907
Opera House,43.381357,-92.114055,12/11/1907
Opera House,42.962756,-91.808217,12/12/1907
Opera House,42.962756,-91.808217,12/13/1907
Opera House,42.238275,-91.186943,12/14/1907
,42.238275,-91.186943,12/15/1907
Opera House,42.238275,-91.186943,12/16/1907
Opera House,42.298488,-91.014223,12/17/1907
Opera House,42.298488,-91.014223,12/18/1907
,41.661256,-91.529911,12/20/1907
,41.316008,-91.734033,12/21/1907
,41.316008,-91.734033,12/22/1907
,41.316008,-91.734033,12/23/1907
,41.316008,-91.734033,12/24/1907
,41.363902,-91.953786,12/25/1907
,41.875555,-87.624421,12/26/1907
,41.875555,-87.624421,12/27/1907
,41.875555,-87.624421,12/28/1907
,41.316008,-91.734033,12/29/1907
,41.316008,-91.734033,12/30/1907
,41.316008,-91.734033,12/31/1907
,41.316008,-91.734033,1/1/1908
Opera House,41.215386,-91.538751,1/2/1908
Opera House,41.123083,-91.441268,1/3/1908
Opera House,41.147783,-91.661307,1/4/1908
,41.147783,-91.661307,1/5/1908
Opera House,41.123083,-91.441268,1/6/1908
Opera House,41.020015,-92.411296,1/7/1908
Opera House,41.020015,-92.411296,1/8/1908
Opera House,41.296337,-92.644961,1/9/1908
Opera House,41.296337,-92.644961,1/10/1908
,41.743055,-92.722421,1/11/1908
,41.743055,-92.722421,1/12/1908
Opera House,41.32083,-93.109371,1/13/1908
Opera House,41.32083,-93.109371,1/14/1908
,41.32083,-93.109371,1/15/1908
,40.640993,-91.739112,1/16/1908
,40.640993,-91.739112,1/17/1908
Opera House,41.008736,-91.962649,1/18/1908
,41.008736,-91.962649,1/19/1908
Opera House,41.008736,-91.962649,1/20/1908
Opera House,40.91863,-92.222958,1/21/1908
Opera House,40.91863,-92.222958,1/22/1908
Opera House,40.74,-93.746389,1/23/1908
Opera House,40.74,-93.746389,1/24/1908
Opera House,40.74,-93.746389,1/25/1908
,40.74,-93.746389,1/26/1908
Opera House,43.368461,-95.629994,1/27/1908
Opera House,43.368461,-95.629994,1/28/1908
Opera House,43.368461,-95.629994,1/29/1908
Opera House,41.305266,-94.461354,1/30/1908
Opera House,41.305266,-94.461354,1/31/1908
Opera House,41.305266,-94.461354,2/1/1908
,41.305266,-94.461354,2/2/1908
Temple Grand Theatre,41.0586,-94.361347,2/3/1908
,41.0586,-94.361347,2/4/1908
,41.0586,-94.361347,2/5/1908
,40.989986,-94.740807,2/6/1908
,40.989986,-94.740807,2/7/1908
,40.989986,-94.740807,2/8/1908
,40.989986,-94.740807,2/9/1908
Opera House,40.833607,-95.308322,2/10/1908
Opera House,40.833607,-95.308322,2/11/1908
Opera House,40.833607,-95.308322,2/12/1908
Overland Theatre,40.676526,-95.858694,2/13/1908
,40.676526,-95.858694,2/14/1908
,40.676526,-95.858694,2/15/1908
,40.676526,-95.858694,2/16/1908
Opera House,40.604446,-95.657771,2/17/1908
Opera House,40.604446,-95.657771,2/18/1908
Opera House,40.604446,-95.657771,2/19/1908
Opera House,40.765553,-95.37221,2/20/1908
Opera House,40.765553,-95.37221,2/21/1908
Opera House,40.765553,-95.37221,2/22/1908
,40.765553,-95.37221,2/23/1908
Opera House,40.397779,-95.658046,2/24/1908
Opera House,40.397779,-95.658046,2/25/1908
Opera House,40.397779,-95.658046,2/26/1908
,39.78373,-100.445882,2/27/1908
,39.78373,-100.445882,2/28/1908
,39.78373,-100.445882,2/29/1908
,39.78373,-100.445882,3/1/1908
Opera House,39.84173,-96.648064,3/2/1908
Opera House,39.84173,-96.648064,3/3/1908
Opera House,39.84173,-96.648064,3/4/1908
Opera House,39.681945,-96.659739,3/5/1908
Opera House,39.681945,-96.659739,3/6/1908
Opera House,39.681945,-96.659739,3/7/1908
,39.681945,-96.659739,3/8/1908
,41.875555,-87.624421,12/7/1908
,41.875555,-87.624421,12/8/1908
,41.481944,-91.576667,12/9/1908
Opera House,41.483072,-91.706002,12/10/1908
Opera House,41.452232,-92.090456,12/11/1908
Opera House,41.513898,-92.076289,12/12/1908
,41.513898,-92.076289,12/13/1908
Opera House,41.661228,-92.009506,12/14/1908
Opera House,41.580281,-92.374907,12/15/1908
Opera House,41.580281,-92.374907,12/16/1908
Opera House,41.178903,-92.251849,12/17/1908
Opera House,41.198372,-92.093089,12/18/1908
